Organization,14,0.7689437006314885
Host,7,0.4872391951553304
Newsreader,7,0.5301328805713201
Posting,6,0.4820965273199676
Carl,5,0.8202443287991151
Alan,4,0.40804237611553573
sincere,4,0.30028566790844224
astro,3,0.5809848775714699
ocis,3,0.5793127075220434
Asimov,3,0.3645222739261549
fsu,3,0.11659781571137624
resurection,2,0.04032428775713878
voices,2,0.11414141681310441
survey,2,0.11368794708202848
sinners,2,0.11022044675710668
Olsen,2,0.09810582473896688
Nntp,2,0.11766747194172833
stamp,2,0.13247186170149236
loud,2,0.11347795878159403
refuses,2,0.12665044410258003
Conversions,2,0.2091711343780998
warns,2,0.15861392531065638
TIN,2,0.12699711196323732
Peter,2,0.05257706140262194
beast,2,0.19117639046256413
indiana,1,0.08569526134807229
constructive,1,0.10772648765247829
Cookamunga,1,0.09803102886526502
newton,1,0.09183454152805556
Todd,1,0.11589275177903638
LaTech,1,0.10946048364873541
condemned,1,0.05260183605876738
Caused,1,0.09772422782550551
Genocide,1,0.07927499046193603
jews,1,0.04147810691006922
agonizing,1,0.2811133211347633
kaflowitz,1,0.09135689172057648
na,1,0.060598369514309434
Gotta,1,0.05774918029765514
Julian,1,0.15866975579405107
Arlington,1,0.10588672849601499
PL9,1,0.07191776627607802
realised,1,0.09444434269993994
disguise,1,0.07770418133871046
Rabbi,1,0.1394520801513712
scriptures,1,0.11916757737121766
Return,1,0.23498827167290476
C6697n,1,0.08631204590254332
Comp,1,0.08566201367893117
Scout,1,0.07095592504004058
creationists,1,0.1252800193990111
Bertrand,1,0.07024666698712799
request,1,0.03944601478369105
particle,1,0.07996384037538791
IASTATE,1,0.05545757135407994
orst,1,0.06975016015260331
hadith,1,0.21578575551284707
Rashid,1,0.10166298253026859
Quoting,1,0.19361403918292067
llnl,1,0.09549644704632951
gov,1,0.06905511749265839
lightning,1,0.005226380357131214
27,1,0.00504929834065973
debunks,1,0.03361384655932357
Psi,1,0.024799016721845816
writes,1,0.02294183745051507
interview,1,0.032984845722266
tove,1,0.06377769065333037
marv,1,0.061450029093271186
lous,1,0.060379466945372565
sod,1,0.053273581140503734
formerly,1,0.05309187086940462
Stanley,1,0.03712560553972521
verify,1,0.03581633023590874
Business,1,0.03521106547961771
Astrophysics,1,0.11215894956414206
oser,1,0.056964916446956115
fermi,1,0.055157428427959565
York,1,0.029227685978631686
vanity,1,0.028256894844036765
rock,1,0.028192931140356554
influenced,1,0.06284262254152896
through,1,0.03722889343371504
romans,1,0.0426921701273476
conjunction,1,0.040693254783652814
smug,1,0.08159039343554973
William,1,0.034661220080256655
fashioned,1,0.06640025450246807
Me,1,0.04971115476157208
Steve,1,0.04777881761954042
pepke,1,0.023095200377640207
air,1,0.0356272148415108
Page,1,0.10764461774703563
10th,1,0.07437278992239152
Ministry,1,0.06904690061704595
ctron,1,0.48224677066510485
Wrong,1,0.03094084466736326
Francis,1,0.030509976585550956
faced,1,0.04413181351110969
diminished,1,0.032044395380703125
mangoe,1,0.07139068528944657
Wingate,1,0.059451903878873315
microsoft,1,0.03623387434005868
nonrepeatability,1,0.03564491762917217
wustl,1,0.069915892719623
Oser,1,0.06373698600075735
Love,1,0.04786398953805055
fill,1,0.053536573014717884
Thanks,1,0.03859425591976985
Romans,1,0.04944144782247384
deeds,1,0.041304512148915014
battling,1,0.041102839344226066
Morality,1,0.030596008572759684
attitude,1,0.07715054394292854
cycle,1,0.07315146401210991
uxa,1,0.06519376016991381
Waco,1,0.03756560957076994
cattle,1,0.05327874016982473
creature,1,0.03588387430369083
Tribulation,1,0.2915460224988563
Antichrist,1,0.2589531774518571
Revelation,1,0.10245450233645081
politician,1,0.090487874803251
YOU,1,0.08864842127828039
Freemasonry,1,0.2318565533050747
equality,1,0.08794948412708775
Florida,1,0.07275563201969877
Schnitzius,1,0.057207342151798325
ALink,1,0.09664719625605497
cornell,1,0.0854367115045324
lemur,1,0.07580847088819063
gravity,1,0.08945086600558196
Supercomputer,1,0.10247053330749074
Computations,1,0.0991189784869193
carpenter,1,0.19448590497930135
cbnewsj,1,0.09871939875174637
Path,1,0.21959423565580907
output,1,0.16453310066086596
feedback,1,0.13008093230455803
UNLIKE,1,0.10788274786003034
research,1,0.055011972682044344
replies,1,0.05404670789261372
omnipresent,1,0.08159643617069455
Scouts,1,0.1698831323725851
Boy,1,0.1530544007263112
atone,1,0.05174764868731178
Bill,1,0.05089727928043579
Russell,1,0.08215745781332114
NAME,1,0.03899901716555925
Adelaide,1,0.03419897822373096
math,1,0.12781727381917413
hole,1,0.08006232270855118
spacsun,1,0.062431038825726155
Warning,1,0.09202668729167192
PL8,1,0.06329571881149772
storm,1,0.062142934716747755
expertise,1,0.20600429997803169
discussion,1,0.19856009613070635
Qur,1,0.14456267494873368
Knowledge,1,0.10292300357819464
